InvoiceNo,InvoiceDate,CustomerID
543274,02-06-11 12:48,17392
543275,02-06-11 12:49,13584
543276,02-06-11 13:57,16525
543277,02-06-11 14:33,15808
543278,02-06-11 14:43,16745
543279,02-06-11 14:46,17105
543280,02-06-11 14:56,14438
543281,02-06-11 15:34,14606
543282,02-06-11 16:08,12956
543283,02-07-11 9:15,15781
543284,02-07-11 9:36,14410
543285,02-07-11 9:48,14600
543286,02-07-11 9:50,14952
543287,02-07-11 10:03,16422
543288,02-07-11 10:14,17302
543291,02-07-11 10:50,14180
543292,02-07-11 11:15,14534
543293,02-07-11 11:20,17613
543294,02-07-11 11:39,17849
543300,02-07-11 11:42,13334
543306,02-07-11 11:56,16686
543309,02-07-11 12:05,18118
543325,02-07-11 12:22,17692
543332,02-07-11 12:24,13955
543342,02-07-11 12:27,17162
543348,02-07-11 12:46,13983
543349,02-07-11 13:13,17774
543350,02-07-11 13:15,13809
543351,02-07-11 13:18,15407
543352,02-07-11 13:32,15577
543354,02-07-11 13:50,13458
543355,02-07-11 13:50,16033
543357,02-07-11 13:59,12388
543359,02-07-11 14:16,16332
543367,02-07-11 14:33,18225
543369,02-07-11 14:49,16255
543370,02-07-11 14:51,12359
543371,02-07-11 14:53,14048
543372,02-07-11 15:01,16321
543373,02-07-11 15:04,16945
543374,02-07-11 15:05,16945
543376,02-07-11 15:10,16321
543377,02-07-11 15:14,13725
543378,02-07-11 15:34,18102
543379,02-07-11 15:37,18102
543380,02-07-11 15:47,14293
543382,02-07-11 16:21,14030
543387,02-08-11 9:41,14646
543389,02-08-11 9:56,17841
543391,02-08-11 10:12,14475
543392,02-08-11 10:15,16839
543393,02-08-11 10:17,13534
543394,02-08-11 10:17,15797
543395,02-08-11 10:17,13534
543396,02-08-11 10:28,15189
543397,02-08-11 10:32,17859
543398,02-08-11 10:47,16458
543400,02-08-11 11:27,14688
543411,02-08-11 11:31,12576
543413,02-08-11 11:32,13098
543428,02-08-11 11:36,17787
543446,02-08-11 12:01,15827
543447,02-08-11 12:01,16265
543449,02-08-11 12:12,16553
543452,02-08-11 12:14,16037
543454,02-08-11 12:20,14527
543455,02-08-11 12:38,17858
543456,02-08-11 12:41,15753
543457,02-08-11 12:47,17428
543458,02-08-11 13:28,14587
543459,02-08-11 13:28,12599
543462,02-08-11 13:39,17655
543463,02-08-11 14:06,15311
543464,02-08-11 14:15,16779
543466,02-08-11 14:34,16713
543468,02-08-11 14:45,14562
543470,02-08-11 14:58,16951
543474,02-08-11 15:09,14415
543476,02-08-11 15:24,13050
543477,02-08-11 15:30,17315
543478,02-08-11 15:38,13798
543479,02-08-11 15:42,16998
543480,02-08-11 15:48,13133
543481,02-08-11 16:25,14606
543482,02-08-11 17:16,17881
543483,02-09-11 9:10,18075
543484,02-09-11 10:11,12721
543485,02-09-11 10:19,15843
543486,02-09-11 10:24,13319
543487,02-09-11 10:25,13319
543492,02-09-11 10:41,12720
543507,02-09-11 10:49,15039
543518,02-09-11 11:21,12753
543519,02-09-11 11:38,17083
543520,02-09-11 11:43,15827
543523,02-09-11 12:07,12971
543527,02-09-11 12:08,15970
543529,02-09-11 12:16,18109
543534,02-09-11 13:25,13590
543535,02-09-11 13:37,17537
543537,02-09-11 13:50,12401
543538,02-09-11 13:57,16143
543539,02-09-11 14:18,17757
543540,02-09-11 14:44,17412
543541,02-09-11 14:44,12462
543542,02-09-11 15:25,16607
543543,02-09-11 15:33,17843
543547,02-09-11 16:57,17358
543548,02-10-11 9:21,13706
543549,02-10-11 9:29,17940
543550,02-10-11 9:43,12601
543553,02-10-11 10:08,16359
543554,02-10-11 10:17,14733
543555,02-10-11 10:18,17686
543565,02-10-11 10:40,14431
543586,02-10-11 11:16,15809
543587,02-10-11 11:39,12561
543588,02-10-11 11:40,17381
543589,02-10-11 11:41,17381
543590,02-10-11 11:44,17377
543591,02-10-11 11:46,13854
543592,02-10-11 11:57,17243
543593,02-10-11 12:13,14465
543594,02-10-11 12:15,18093
543595,02-10-11 12:19,16027
543596,02-10-11 12:21,14898
543597,02-10-11 12:32,12857
543598,02-10-11 13:06,18230
543599,02-10-11 13:08,17560
543600,02-10-11 13:19,18168
543601,02-10-11 13:27,14560
543602,02-10-11 13:34,15570
543604,02-10-11 13:54,16558
543610,02-10-11 14:30,16425
543612,02-10-11 14:46,16711
543618,02-10-11 14:49,13468
543619,02-10-11 14:51,16842
543622,02-10-11 14:59,17334
543623,02-10-11 15:24,16405
543625,02-10-11 15:38,12583
543626,02-10-11 15:40,15796
543630,02-10-11 16:01,15046
543631,02-10-11 16:17,14081
543639,02-10-11 16:52,16725
543641,02-10-11 17:19,14555
543642,02-10-11 17:40,16161
543645,02-10-11 17:54,17609
543646,02-10-11 19:44,17790
543647,02-10-11 19:49,12841
543648,02-11-11 8:45,15114
543649,02-11-11 9:11,17809
543650,02-11-11 9:17,12980
543651,02-11-11 10:06,16306
543652,02-11-11 10:15,15544
543653,02-11-11 10:26,14796
543657,02-11-11 10:38,15133
543658,02-11-11 10:38,13819
543664,02-11-11 10:57,17705
543668,02-11-11 11:17,18118
543669,02-11-11 11:22,16029
543670,02-11-11 11:23,16013
543672,02-11-11 11:25,16013
543673,02-11-11 11:28,16013
543674,02-11-11 11:28,16013
543675,02-11-11 11:31,16013
543688,02-11-11 11:36,15270
543691,02-11-11 11:38,17924
543693,02-11-11 11:40,12897
543730,02-11-11 11:57,16928
543731,02-11-11 11:57,17677
543733,02-11-11 12:16,12395
543734,02-11-11 12:22,17512
543735,02-11-11 12:32,16191
543736,02-11-11 12:36,15044
543737,02-11-11 12:45,12477
543738,02-11-11 12:48,13094
543739,02-11-11 12:49,15550
543740,02-11-11 13:36,15311
543746,02-11-11 13:50,17675
543747,02-11-11 13:53,13672
543748,02-11-11 13:54,12913
543754,02-11-11 14:26,18159
543759,02-11-11 15:12,12921
543770,02-11-11 15:39,13875
543774,02-11-11 15:56,15856
543777,02-11-11 16:19,15406
543788,02-11-11 17:06,15061
543797,13-02-11 10:24,15465
543798,13-02-11 11:13,15058
543799,13-02-11 11:22,17236
543800,13-02-11 11:36,17282
543801,13-02-11 11:52,17811
543802,13-02-11 12:03,13742
543803,13-02-11 12:05,17126
543804,13-02-11 12:17,16434
543805,13-02-11 12:41,17050
543806,13-02-11 12:48,17085
543807,13-02-11 13:15,14692
543808,13-02-11 13:22,17454
543809,13-02-11 13:52,17095
543810,13-02-11 14:16,13171
543812,13-02-11 14:40,17472
543813,13-02-11 15:02,16897
543814,13-02-11 15:17,15640
543815,13-02-11 15:18,17255
543816,13-02-11 15:26,17841
543820,13-02-11 16:05,16084
543821,14-02-11 9:24,17667
543822,14-02-11 9:24,12507
543823,14-02-11 9:27,17937
543824,14-02-11 9:31,14631
543825,14-02-11 9:33,16098
543828,14-02-11 9:45,14156
543829,14-02-11 9:47,12939
543831,14-02-11 9:57,15769
543832,14-02-11 10:10,13381
543833,14-02-11 10:24,12476
543836,14-02-11 10:52,15236
543839,14-02-11 11:08,17811
543842,14-02-11 11:22,16333
543852,14-02-11 11:57,14258
543900,14-02-11 12:11,12621
543901,14-02-11 12:13,17659
543907,14-02-11 12:16,17346
543908,14-02-11 12:28,16422
543910,14-02-11 12:36,13475
543911,14-02-11 12:46,17829
543912,14-02-11 12:53,16701
543913,14-02-11 13:11,17591
543914,14-02-11 13:19,14715
543915,14-02-11 13:21,13717
543919,14-02-11 14:03,13157
543921,14-02-11 14:13,13911
543923,14-02-11 14:14,14644
543924,14-02-11 14:14,16904
543934,14-02-11 14:29,12993
543935,14-02-11 14:39,12989
543973,14-02-11 15:15,17571
543975,14-02-11 15:23,17231
543976,14-02-11 15:26,13089
543977,14-02-11 15:35,15615
543978,14-02-11 15:37,12867
543979,14-02-11 15:43,14606
543981,15-02-11 8:18,15358
543982,15-02-11 8:21,15358
543983,15-02-11 9:20,16979
543984,15-02-11 9:35,15601
543986,15-02-11 9:46,16738
543987,15-02-11 9:49,14849
543988,15-02-11 9:50,14849
543989,15-02-11 9:52,12415
543990,15-02-11 9:59,15122
543991,15-02-11 10:17,13848
543993,15-02-11 10:40,17612
543994,15-02-11 10:41,12931
543995,15-02-11 10:45,13408
543996,15-02-11 10:46,15811
543997,15-02-11 10:49,17348
543998,15-02-11 10:52,18093
544035,15-02-11 11:30,13893
544036,15-02-11 11:30,17315
544037,15-02-11 11:31,14961
544039,15-02-11 11:33,14744
544040,15-02-11 11:40,14701
544041,15-02-11 11:50,17730
544042,15-02-11 11:52,14527
544043,15-02-11 11:58,14527
544044,15-02-11 12:05,14659
544045,15-02-11 12:12,13941
544051,15-02-11 12:40,16700
544055,15-02-11 12:48,14035
544056,15-02-11 12:48,13004
544058,15-02-11 12:56,14176
544059,15-02-11 13:00,14534
544060,15-02-11 13:08,13623
544061,15-02-11 13:12,14176
544062,15-02-11 13:19,15311
544064,15-02-11 13:50,17114
544065,15-02-11 13:52,14346
544066,15-02-11 13:53,12971
544067,15-02-11 14:02,16431
544068,15-02-11 14:08,16431
544069,15-02-11 14:17,12616
544070,15-02-11 14:19,15370
544071,15-02-11 14:30,16317
544073,15-02-11 14:44,14935
544074,15-02-11 14:49,14156
544075,15-02-11 14:50,14156
544076,15-02-11 15:00,16407
544077,15-02-11 15:04,14825
544078,15-02-11 15:41,16073
544079,15-02-11 15:44,14477
544081,15-02-11 15:49,17819
544083,15-02-11 15:51,15606
544084,15-02-11 16:27,14760
544087,15-02-11 17:02,17530
544090,16-02-11 8:15,13880
544091,16-02-11 8:37,14897
544092,16-02-11 9:03,17512
544093,16-02-11 9:08,13750
544094,16-02-11 9:11,15810
544095,16-02-11 9:25,16509
544096,16-02-11 9:45,14386
544097,16-02-11 9:56,12455
544098,16-02-11 10:04,16019
544100,16-02-11 10:25,15002
544101,16-02-11 10:32,16378
544102,16-02-11 10:32,14665
544103,16-02-11 10:33,17961
544104,16-02-11 10:34,14665
544105,16-02-11 10:38,17567
544106,16-02-11 10:47,14530
544107,16-02-11 10:50,15670
544108,16-02-11 10:53,12653
544109,16-02-11 10:56,12841
544110,16-02-11 11:03,15059
544111,16-02-11 11:18,16126
544112,16-02-11 11:37,15039
544115,16-02-11 11:45,12727
544125,16-02-11 11:53,13199
544129,16-02-11 11:54,13199
544143,16-02-11 11:58,15759
544147,16-02-11 11:59,16306
544150,16-02-11 11:59,14180
544151,16-02-11 12:02,15024
544152,16-02-11 12:10,14609
544153,16-02-11 12:11,15356
544154,16-02-11 12:13,13414
544155,16-02-11 12:15,12823
544156,16-02-11 12:33,12352
544157,16-02-11 12:46,12372
544158,16-02-11 12:47,14944
544159,16-02-11 12:48,14944
544160,16-02-11 12:49,16494
544161,16-02-11 12:59,16875
544162,16-02-11 13:00,14959
544163,16-02-11 13:02,16875
544164,16-02-11 13:02,17306
544165,16-02-11 13:11,14210
544166,16-02-11 13:14,14051
544167,16-02-11 13:14,14755
544168,16-02-11 13:16,13798
544169,16-02-11 13:44,13078
544170,16-02-11 14:01,16148
544176,16-02-11 14:18,18219
544177,16-02-11 14:27,13001
544178,16-02-11 14:40,14543
544179,16-02-11 14:44,17422
544180,16-02-11 14:48,14309
544181,16-02-11 14:56,17175
544182,16-02-11 15:13,18257
544183,16-02-11 15:43,17857
544185,16-02-11 15:51,16684
544187,16-02-11 16:31,14107
544189,16-02-11 16:40,15867
544190,16-02-11 16:56,13089
544191,16-02-11 16:57,13089
544192,16-02-11 16:58,13089
544193,17-02-11 8:23,12431
544194,17-02-11 8:40,16839
544195,17-02-11 8:58,13305
544196,17-02-11 9:47,13327
544197,17-02-11 9:52,12971
544198,17-02-11 9:53,12971
544199,17-02-11 10:04,13777
544200,17-02-11 10:08,12494
544203,17-02-11 10:30,12362
544209,17-02-11 10:51,16235
544210,17-02-11 11:01,14911
544211,17-02-11 11:05,13018
544271,17-02-11 11:46,17083
544277,17-02-11 11:58,13718
544278,17-02-11 12:01,15382
544280,17-02-11 12:21,14754
544281,17-02-11 12:23,12500
544282,17-02-11 12:24,17865
544283,17-02-11 12:27,13668
544286,17-02-11 12:29,13151
544292,17-02-11 12:33,16745
544293,17-02-11 12:42,17954
544294,17-02-11 12:42,15601
544295,17-02-11 12:43,14298
544296,17-02-11 12:47,14298
544297,17-02-11 12:48,14298
544298,17-02-11 12:51,14298
544299,17-02-11 12:55,13178
544301,17-02-11 12:59,14606
544302,17-02-11 13:16,12654
544303,17-02-11 13:28,18116
544304,17-02-11 13:47,18125
544305,17-02-11 13:54,15044
544306,17-02-11 13:57,13085
544307,17-02-11 14:04,15903
544308,17-02-11 14:11,16525
544309,17-02-11 14:17,15785
544311,17-02-11 14:19,17841
544312,17-02-11 14:26,17841
544313,17-02-11 14:36,14099
544314,17-02-11 14:42,13767
544315,17-02-11 14:42,12748
544316,17-02-11 14:49,16556
544317,17-02-11 14:51,18138
544319,17-02-11 15:03,14379
544320,17-02-11 15:40,17381
544322,17-02-11 15:50,14211
544328,17-02-11 16:35,14371
544329,17-02-11 16:43,17288
544330,17-02-11 16:59,17576
544331,17-02-11 17:05,12455
544332,17-02-11 17:34,17419
544334,17-02-11 19:16,16353
544335,17-02-11 19:21,14702
544336,17-02-11 19:36,13230
544337,18-02-11 8:34,13425
544338,18-02-11 8:47,12852
544339,18-02-11 9:04,15228
544340,18-02-11 9:41,12527
544341,18-02-11 9:43,13012
544349,18-02-11 10:03,16713
544350,18-02-11 10:07,17389
544351,18-02-11 10:11,16182
544352,18-02-11 10:16,15290
544353,18-02-11 10:32,18229
544354,18-02-11 10:42,13489
544355,18-02-11 10:53,12714
544356,18-02-11 11:18,13904
544368,18-02-11 11:27,14057
544390,18-02-11 11:36,14911
544391,18-02-11 11:53,15755
544392,18-02-11 11:54,14680
544393,18-02-11 11:56,16393
544394,18-02-11 12:02,13932
544395,18-02-11 12:13,13397
544398,18-02-11 12:27,15311
544399,18-02-11 12:28,12594
544400,18-02-11 12:31,14101
544404,18-02-11 12:56,16401
544405,18-02-11 13:10,16814
544406,18-02-11 13:26,16726
544407,18-02-11 13:26,14606
544408,18-02-11 13:29,16726
544409,18-02-11 13:32,16265
544411,18-02-11 14:18,13799
544412,18-02-11 14:21,16531
544421,18-02-11 15:21,13951
544423,18-02-11 15:23,12553
544426,18-02-11 15:41,16765
544430,18-02-11 15:45,16306
544439,20-02-11 10:16,13798
544440,20-02-11 10:28,15465
544441,20-02-11 10:29,16566
544443,20-02-11 10:43,13725
544444,20-02-11 10:51,13246
544445,20-02-11 10:56,16746
544446,20-02-11 11:28,12891
544447,20-02-11 11:39,16466
544448,20-02-11 12:01,14878
544449,20-02-11 12:14,16115
544450,20-02-11 12:23,17811
544452,20-02-11 12:32,14162
544453,20-02-11 13:06,17214
544454,20-02-11 13:13,13301
544455,20-02-11 13:18,13097
544456,20-02-11 13:21,14803
544457,20-02-11 13:46,14667
544459,20-02-11 13:52,17838
544460,20-02-11 14:01,16931
544461,20-02-11 14:08,13744
544462,20-02-11 14:21,17050
544463,20-02-11 14:31,12988
544464,20-02-11 14:38,17323
544465,20-02-11 15:06,13168
544466,20-02-11 15:43,14606
544467,20-02-11 15:51,14502
544470,21-02-11 8:38,12707
544471,21-02-11 8:50,18094
544472,21-02-11 9:09,15129
544473,21-02-11 9:45,14229
544474,21-02-11 9:52,12423
544475,21-02-11 9:55,17361
544476,21-02-11 9:58,14796
544477,21-02-11 10:07,16029
544478,21-02-11 10:11,16333
544479,21-02-11 10:28,14646
544480,21-02-11 10:32,14646
544481,21-02-11 10:36,18155
544482,21-02-11 10:41,16656
544483,21-02-11 10:53,12524
544484,21-02-11 11:10,15321
544485,21-02-11 11:35,17757
544495,21-02-11 11:42,12766
544556,21-02-11 12:29,13477
544565,21-02-11 12:53,18055
544568,21-02-11 12:54,15065
544569,21-02-11 12:58,16980
544571,21-02-11 13:07,15146
544572,21-02-11 13:21,14639
544573,21-02-11 13:40,12621
544574,21-02-11 13:51,12365
544578,21-02-11 14:04,12365
544582,21-02-11 14:38,13410
544585,21-02-11 14:58,12523
544586,21-02-11 15:04,17338
544591,21-02-11 15:20,13044
544592,21-02-11 15:30,16775
544596,21-02-11 17:35,16441
544597,21-02-11 17:42,16014
544600,22-02-11 8:24,18061
544601,22-02-11 9:00,16638
544602,22-02-11 9:01,13767
544603,22-02-11 9:10,17526
544604,22-02-11 9:11,13576
544605,22-02-11 9:13,17512
544606,22-02-11 9:15,14520
544607,22-02-11 10:00,13862
544610,22-02-11 10:09,16912
544611,22-02-11 10:09,16912
544612,22-02-11 10:43,18087
544633,22-02-11 10:59,17315
544634,22-02-11 11:02,17994
544636,22-02-11 11:05,18257
544637,22-02-11 11:20,16546
544638,22-02-11 11:33,14688
544642,22-02-11 11:41,17811
544643,22-02-11 11:43,13038
544644,22-02-11 11:46,17002
544645,22-02-11 11:58,16843
544646,22-02-11 12:06,17075
544647,22-02-11 12:13,14060
544648,22-02-11 12:24,15722
544650,22-02-11 12:40,16349
544651,22-02-11 12:51,13694
544652,22-02-11 12:53,13694
544654,22-02-11 12:56,16913
544656,22-02-11 13:02,17442
544657,22-02-11 13:08,14895
544658,22-02-11 13:18,13113
544659,22-02-11 13:20,18114
544660,22-02-11 13:47,15078
544661,22-02-11 13:59,15303
544662,22-02-11 14:10,12845
544663,22-02-11 14:43,18188
544664,22-02-11 14:55,16045
544666,22-02-11 15:00,16907
544667,22-02-11 15:09,17511
544668,22-02-11 15:14,16573
544670,22-02-11 15:22,16161
544672,22-02-11 15:45,14646
544673,22-02-11 15:46,13421
544675,22-02-11 15:59,16011
544676,22-02-11 16:03,17841
544677,22-02-11 16:13,18196
544678,22-02-11 16:15,13077
544680,22-02-11 16:19,13077
544685,22-02-11 17:13,13285
544686,22-02-11 17:20,12748
544687,22-02-11 17:25,13184
544688,23-02-11 8:29,18151
544689,23-02-11 8:46,12980
544690,23-02-11 8:48,14156
544691,23-02-11 9:09,13804
544692,23-02-11 9:14,17499
544693,23-02-11 9:25,15397
544694,23-02-11 9:30,17706
544695,23-02-11 9:38,14276
544697,23-02-11 9:44,13453
544698,23-02-11 9:53,17949
544699,23-02-11 9:54,17949
544700,23-02-11 10:10,18041
544701,23-02-11 10:27,17428
544702,23-02-11 10:27,17135
544717,23-02-11 10:44,18172
544724,23-02-11 10:46,15605
544749,23-02-11 10:57,15373
544754,23-02-11 10:58,16394
544769,23-02-11 11:11,16422
544774,23-02-11 11:32,17711
544777,23-02-11 12:00,15311
544778,23-02-11 12:03,14978
544779,23-02-11 12:04,13865
544788,23-02-11 12:18,13089
544789,23-02-11 12:25,13993
544790,23-02-11 12:27,16940
544791,23-02-11 12:33,14289
544792,23-02-11 12:37,18172
544793,23-02-11 12:41,13694
544794,23-02-11 12:50,13854
544795,23-02-11 13:21,15858
544796,23-02-11 13:37,16208
544797,23-02-11 13:43,13489
544798,23-02-11 13:44,17063
544799,23-02-11 13:45,17063
544800,23-02-11 13:45,15687
544801,23-02-11 13:48,16145
544802,23-02-11 13:57,13149
544803,23-02-11 14:29,14606
544804,23-02-11 14:40,17504
544805,23-02-11 14:50,18068
544806,23-02-11 14:50,15932
544807,23-02-11 15:03,12823
544808,23-02-11 15:11,14562
544809,23-02-11 15:41,16692
544810,23-02-11 15:53,17675
544811,23-02-11 15:53,12471
544813,23-02-11 16:23,15984
544815,23-02-11 16:37,17171
544816,23-02-11 16:41,13090
544817,23-02-11 16:44,12437
544818,23-02-11 16:45,12437
544819,23-02-11 17:15,12748
544821,24-02-11 9:05,12971
544822,24-02-11 9:08,18231
544823,24-02-11 9:28,14004
544824,24-02-11 9:32,17139
544825,24-02-11 9:32,15606
544826,24-02-11 9:36,14513
544833,24-02-11 10:10,15974
544835,24-02-11 10:15,17830
544836,24-02-11 10:25,17613
544837,24-02-11 10:29,15910
544838,24-02-11 10:34,12565
544839,24-02-11 10:50,14841
544846,24-02-11 11:11,16719
544847,24-02-11 11:15,16086
544885,24-02-11 11:38,14243
544886,24-02-11 11:42,12582
544887,24-02-11 11:54,17364
544888,24-02-11 11:55,14231
544892,24-02-11 12:00,14527
544893,24-02-11 12:01,17865
544894,24-02-11 12:09,15805
544895,24-02-11 12:22,14189
544896,24-02-11 12:25,17867
544898,24-02-11 12:27,14880
544899,24-02-11 12:32,13118
544900,24-02-11 12:41,15121
544903,24-02-11 13:43,18065
544904,24-02-11 13:46,13018
544905,24-02-11 13:54,17117
544906,24-02-11 14:13,17017
544907,24-02-11 14:15,12945
544908,24-02-11 14:27,18056
544909,24-02-11 14:32,14298
544910,24-02-11 14:32,16072
544911,24-02-11 15:01,16838
544912,24-02-11 15:12,18198
544913,24-02-11 15:26,15543
544914,24-02-11 15:39,16722
544915,24-02-11 15:41,13777
544916,24-02-11 15:42,17377
544917,24-02-11 15:56,13751
544918,24-02-11 16:30,13081
544919,24-02-11 16:31,13725
544920,24-02-11 16:31,13081
544921,24-02-11 16:35,17090
544922,24-02-11 16:46,15847
544923,24-02-11 17:14,12877
544924,24-02-11 17:18,13851
544925,24-02-11 17:28,16997
544926,24-02-11 17:50,13468
544929,24-02-11 18:14,15189
544930,24-02-11 18:26,17472
544931,24-02-11 18:59,13501
544932,25-02-11 8:14,16133
544933,25-02-11 8:44,12633
544934,25-02-11 9:01,13345
544935,25-02-11 9:09,13870
544936,25-02-11 9:37,15769
544937,25-02-11 10:09,12839
544939,25-02-11 10:10,17034
544940,25-02-11 10:19,16592
544941,25-02-11 10:25,12841
544942,25-02-11 10:29,15544
544943,25-02-11 10:39,15845
544944,25-02-11 10:46,14541
544945,25-02-11 10:53,17735
544968,25-02-11 11:30,13458
544969,25-02-11 11:32,15712
544970,25-02-11 11:33,13362
544996,25-02-11 11:53,12474
544998,25-02-11 11:56,14470
544999,25-02-11 12:28,17388
545000,25-02-11 12:37,15281
545001,25-02-11 12:40,16841
545002,25-02-11 12:43,13001
545004,25-02-11 12:48,13753
545011,25-02-11 13:05,13666
545012,25-02-11 13:08,13666
545013,25-02-11 13:09,13093
545014,25-02-11 13:15,18223
545015,25-02-11 13:40,13742
545016,25-02-11 13:51,16473
545017,25-02-11 13:51,12361
545018,25-02-11 13:53,14481
545019,25-02-11 13:56,15093
545020,25-02-11 14:03,13792
545021,25-02-11 14:11,17663
545022,25-02-11 14:24,12921
545023,25-02-11 14:25,12921
545026,25-02-11 14:51,15939
545028,25-02-11 15:21,13973
545029,25-02-11 15:27,14541
545030,25-02-11 15:32,13798
545031,25-02-11 15:35,15990
545032,25-02-11 15:37,14051
545034,25-02-11 16:42,13493
545035,25-02-11 17:03,15078
545036,25-02-11 17:25,14573
545037,27-02-11 10:02,14532
545038,27-02-11 10:13,13684
545039,27-02-11 10:22,17243
545041,27-02-11 10:30,14952
545042,27-02-11 10:41,13261
545043,27-02-11 11:05,16407
545044,27-02-11 11:31,15738
545045,27-02-11 11:40,15708
545046,27-02-11 11:42,16598
545047,27-02-11 11:42,14147
545048,27-02-11 11:48,14810
545049,27-02-11 11:53,15046
545050,27-02-11 11:57,15951
545051,27-02-11 11:58,12599
545052,27-02-11 12:27,13971
545053,27-02-11 12:41,17516
545054,27-02-11 12:41,14472
545055,27-02-11 12:45,17516
545056,27-02-11 12:48,16745
545057,27-02-11 12:49,13630
545058,27-02-11 13:03,13767
545059,27-02-11 13:04,14157
545060,27-02-11 13:47,15547
545061,27-02-11 13:52,15547
545062,27-02-11 14:07,12748
545063,27-02-11 14:26,14606
545064,27-02-11 14:29,13636
545065,27-02-11 14:43,12431
545066,27-02-11 14:44,13610
545067,27-02-11 14:49,17894
545069,27-02-11 15:25,14745
545070,27-02-11 15:42,16493
545071,27-02-11 15:59,15996
545072,28-02-11 8:43,12781
545073,28-02-11 9:26,14036
545074,28-02-11 9:28,17655
545075,28-02-11 9:33,14211
545076,28-02-11 9:43,15235
545077,28-02-11 10:07,14616
545079,28-02-11 10:30,18283
545080,28-02-11 10:33,13004
545081,28-02-11 10:35,16057
545082,28-02-11 10:37,16992
545083,28-02-11 10:40,15724
545084,28-02-11 10:55,12458
545085,28-02-11 11:19,15039
545086,28-02-11 11:43,12678
545087,28-02-11 11:46,16422
545103,28-02-11 11:57,15039
545105,28-02-11 11:58,12598
545140,28-02-11 12:08,12464
545148,28-02-11 12:14,13675
545149,28-02-11 12:19,15062
545150,28-02-11 12:27,14227
545151,28-02-11 12:46,16668
545152,28-02-11 12:47,15227
545153,28-02-11 12:57,16667
545154,28-02-11 13:09,12921
545155,28-02-11 13:25,14527
545156,28-02-11 13:27,13509
545157,28-02-11 13:27,14239
545158,28-02-11 13:28,15874
545159,28-02-11 13:31,12748
545161,28-02-11 13:34,16187
545162,28-02-11 13:35,16187
545163,28-02-11 13:39,16607
545164,28-02-11 13:40,16458
545165,28-02-11 13:41,16339
545166,28-02-11 14:03,17027
545170,28-02-11 14:15,14078
545180,28-02-11 14:42,12728
545181,28-02-11 14:45,12509
545182,28-02-11 14:48,14046
545183,28-02-11 14:59,15570
545184,28-02-11 15:00,13292
545185,28-02-11 15:04,16027
545186,28-02-11 15:05,17841
545187,28-02-11 15:18,16427
545188,28-02-11 15:19,14056
545190,28-02-11 15:32,15656
545191,28-02-11 15:39,12811
545213,28-02-11 16:36,16518
545214,28-02-11 16:39,17165
545218,28-02-11 17:01,17462
545220,03-01-11 8:30,14620
545221,03-01-11 8:35,14740
545222,03-01-11 8:49,13880
545223,03-01-11 8:58,16462
545224,03-01-11 9:03,17068
545225,03-01-11 9:22,12971
545226,03-01-11 9:33,12428
545227,03-01-11 9:35,12428
545228,03-01-11 9:47,16078
545229,03-01-11 9:52,16915
545231,03-01-11 10:08,15194
545232,03-01-11 10:19,15676
545233,03-01-11 10:25,18044
545234,03-01-11 10:26,18075
545235,03-01-11 10:31,12683
545237,03-01-11 10:38,15709
545238,03-01-11 11:02,15241
545276,03-01-11 11:30,12933
545279,03-01-11 11:36,17811
545287,03-01-11 11:42,15971
545288,03-01-11 11:48,15311
545289,03-01-11 11:55,14732
545290,03-01-11 12:01,14688
545294,03-01-11 12:07,17965
545295,03-01-11 12:09,12709
545300,03-01-11 12:24,15092
545301,03-01-11 12:26,12679
545302,03-01-11 12:46,14506
545303,03-01-11 12:48,15319
545304,03-01-11 12:51,16212
545305,03-01-11 12:58,15257
545306,03-01-11 13:04,17027
545308,03-01-11 13:19,14656
545309,03-01-11 13:40,13884
545310,03-01-11 13:45,15456
545311,03-01-11 13:45,15660
545312,03-01-11 13:51,15456
545313,03-01-11 13:55,15953
545314,03-01-11 14:11,12866
545318,03-01-11 14:26,14676
545319,03-01-11 14:42,16839
545320,03-01-11 14:47,14156
545321,03-01-11 14:53,12747
545322,03-01-11 14:56,13599
545323,03-01-11 14:57,12352
545324,03-01-11 14:58,13110
545325,03-01-11 15:01,16525
545326,03-01-11 15:12,14560
545327,03-01-11 15:16,13166
545328,03-01-11 15:47,16389
545331,03-01-11 15:49,17961
545332,03-01-11 15:52,12352
545334,03-01-11 16:34,15750
545336,03-01-11 16:53,12428
545337,03-01-11 17:28,15984
545338,03-01-11 17:32,17449
545339,03-02-11 8:26,14292
545340,03-02-11 8:41,15416
545341,03-02-11 9:03,17949
545342,03-02-11 9:04,13497
545343,03-02-11 9:05,15733
545344,03-02-11 9:24,16678
545345,03-02-11 9:33,14180
545346,03-02-11 9:49,12834
545347,03-02-11 10:20,13094
545348,03-02-11 10:49,12913
545349,03-02-11 11:07,18118
545377,03-02-11 11:32,14606
545398,03-02-11 11:43,13722
545399,03-02-11 11:48,14934
545400,03-02-11 12:03,17048
545408,03-02-11 12:10,15067
545410,03-02-11 12:18,16670
545411,03-02-11 12:21,16128
545412,03-02-11 12:24,15061
545413,03-02-11 12:24,15061
545414,03-02-11 12:43,12980
545415,03-02-11 13:03,15641
545416,03-02-11 13:35,17770
545417,03-02-11 13:42,15622
545418,03-02-11 13:56,14473
